Engine Capacity (liters),Cylinders,Drive Type,Fuel Type,Horsepower (bhp),Torque (Nm),Transmission,Seating Capacity,Length (meters),Width (meters),Height (meters),Wheelbase (meters),Trunk Capacity (liters),ABS (Anti-lock Brake System),Airbags,Anti theft alarm,BA (Brake Assist),Collision Detection,Differential Lock,EBD (Electronic Brakeforce Distribution),Fire Extinguisher,First Aid Kit,Gas Shock Absorber,Hill Assist,Hill Descent Control ,Immobilizer,ISO Fix Child Seat Anchors,Lane Departure Warning,Multi Terrain Select,Parking Sensors - Front and Rear,Pedestrian airbag,Rear Camera,Surround Camera,Tire Pressure Monitoring Display,Traction Control,Variable Cylinder Management (VCM),Center Arm Rest,Central Locking,Electric Sunroof,Foldable Rear Seats with 60:40 Split,Leather Seats,Multi Information Display,Panoramic Glass Roof,Power Steering,Rear Lcd screens,Steering Tilt Adjustment,Acoustic Hood,Aluminum Wheels,Auto Headlamps,Chrome Door Handles,Chrome Exhaust Pipes,Daytime Running Lights - LED,Door Reflectors,Dual Exhaust Tip,Electric Door Mirrors,Fog Lamp - Front and Rear,Front Brakes - Ventilated Discs,LED foglights,LED Headlights,LED Taillights,Off-Road Dampers,Power Tailgate,Power Windows - Front and Rear,Wheels - Alloy,Wind Blocker,Active Steering,Automatic AC,AUX,Bluetooth,HDMI,Keyless Entry,MP3,Push Button Start,Rain Sensing Wipers,Touchscreen ,USB,Wireless Headphones,Sell your car 100% absolutely free on YallaMotor.,200+ Cars Sold Everyday.,"115,000+  Satisfied Sellers.","500,000+  Monthly Buyers.",name,price,currency,country
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Ford Taurus 2021 2.0L EcoBoost Trend ,"135,174",SAR,ksa
3.0,6,Rear Wheel Drive,Petrol,367,500,Automatic,5 Seater,1.905,1.498,3.165,530,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,Mercedes-Benz S-Class 2021 S 450,"473,634",SAR,ksa
1.0,3,Front Wheel Drive,Petrol,100,160,Automatic,5 Seater,4.232,1.778,1.566,2.626,530,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,Renault Captur 2021 1.0T (100 HP),TBD,OMR,oman
800,3,Front Wheel Drive,Petrol,47,68,Manual,5 Seater,3.446,1.490,1.475,2.360,180,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,Suzuki Alto 2021 Standard,"121,900",EGP,egypt
2.2,4,Rear Wheel Drive,Petrol,76,193,Manual,2 Seater,5.020,1.690,1.935,2.590,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,Foton View 2021 C Panel Van,"5,999",BHD,bahrain
1600,4,Front Wheel Drive,Petrol,110,148,Manual,5 Seater,4.354,1.733,1.529,2.635,510,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,Renault Logan 2021 1.6L Dynamic M/T,"199,000",EGP,egypt
3.0,6,All Wheel Drive,Petrol,360,495,Automatic,5 Seater,1.983,1.780,2.923,784,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,Land Rover Range Rover Sport 2021 3.0L V6 HSE (360 PS),"312,000",QAR,qatar
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.9,6,All Wheel Drive,Petrol,440,550,Automatic,5 Seater,1.990,1.428,2.950,520,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,Porsche Panamera Sport Turismo 2021 4S,"609,290",SAR,ksa
1.4,4,All Wheel Drive,Petrol,147,250,Automatic,5 Seater,1.877,1.675,2.685,500,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,Borgward BX5 2021 1.4T Elite ,"107,337",SAR,ksa
3.0,6,All Wheel Drive,Petrol,320,450,Automatic,4 Seater,1.894,1.365,2.855,300,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,BMW 6 Series Convertible 2021 640i xDrive,"435,000",QAR,qatar
3.5,N/A,Rear Wheel Drive,Petrol,385,629,Automatic,8 Seater,2.024,1.960,3.022,528,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,Ford Expedition 2021 3.5L EcoBoost XL (4x2),"10,000",KWD,kuwait
3.2,6,All Wheel Drive,Petrol,271,324,Automatic,5 Seater,1.860,1.681,2.718,841,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,Jeep Cherokee 2021 3.2L Longitude,"109,000",QAR,qatar
3.0,6,Rear Wheel Drive,Petrol,326,450,Automatic,5 Seater,1.902,1.485,3.210,515,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,BMW 7 Series 2021 740Li,"41,000",BHD,bahrain
2.4,4,All Wheel Drive,Diesel,147,400,Automatic,5 Seater,1.800,1.700,3.085,,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,Toyota Hilux 2021 2.4L Double Cab 4x4 (Top Spec),"7,200",KWD,kuwait
2.4,4,Front Wheel Drive,Petrol,140,210,Manual,2 Seater,1.980,1.928,3.198,4410,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,Maxus G10 Cargo 2021 2.4L Cargo Van,"62,000",AED,uae
4.4,8,Rear Wheel Drive,Petrol,450,650,Automatic,4 Seater,1.894,1.365,2.855,300,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,BMW 6 Series Convertible 2021 650i,"48,000",BHD,bahrain
2.0,4,All Wheel Drive,Petrol,246,365,Automatic,5 Seater,2.070,1.664,2.874,650,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,Jaguar F-Pace 2021 2.0T HSE (250 PS),"308,890",SAR,ksa
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.8,6,Front Wheel Drive,Petrol,291,355,Automatic,8 Seater,5.001,2.009,1.801,3.081,,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,Kia Telluride 2021 3.8L V6 LX (FWD),"123,000",AED,uae
3.3,6,All Wheel Drive,Petrol,318,437,Automatic,7 Seater,2.004,1.775,3.025,515,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,Ford Explorer 2021 3.3L Limited V6 Hybrid (AWD)  ,TBD,OMR,oman
1.2,4,Front Wheel Drive,Petrol,82,113,Automatic,5 Seater,1.735,1.515,2.450,378,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,Suzuki Dzire 2021 1.2L GLX,"46,345",SAR,ksa
2.0,4,Rear Wheel Drive,Petrol,275,600,Automatic,5 Seater,1.810,1.442,2.840,335,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,Mercedes-Benz C-Class 2021 C 350 e,"210,000",QAR,qatar
5.3,N/A,All Wheel Drive,Petrol,355,519,Automatic,9 Seater,2.045,1.890,3.302,2172,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,Chevrolet Suburban 2021 5.3L RS 4WD ,TBD,KWD,kuwait
3.0,6,All Wheel Drive,Petrol,435,520,Automatic,5 Seater,1.852,1.468,2.939,540,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,Mercedes-Benz E-Class Saloon 2021 E AMG 53 4MATIC+,"356,195",SAR,ksa
2.0,4,Rear Wheel Drive,Petrol,237,350,Automatic,5 Seater,4.924 ,1.883 ,1.452 ,2.947 ,337,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,Cadillac CT5 2021 2.0T Premium Luxury  ,"18,360",BHD,bahrain
2.4,4,Rear Wheel Drive,Petrol,128,202,Manual,3 Seater,1.815,1.780,3.000,,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,Mitsubishi L200 2021 2.4L Single Cab GL (2WD),"67,023",SAR,ksa
1.6,4,Front Wheel Drive,Petrol,118,149,Automatic,5 Seater,1.960,1.590,2.620,432,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,Nissan Kicks 2021 1.6 SV Dual Tone,"7,595",BHD,bahrain
1.4,4,Front Wheel Drive,Petrol,158,260,Automatic,5 Seater,4.730,1.820,1.505,2.700,,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,Changan Eado Plus 2022 1.4T Smart,"64,285",SAR,ksa
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2.0,4,Front Wheel Drive,Petrol,250,377,Automatic,5 Seater,2179,1735,2850,1111,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,Ford Edge 2021 Ambient ,"118,030",AED,uae
4.4,8,All Wheel Drive,Petrol,600,750,Automatic,5 Seater,1.903,1.473,2.982,530,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,BMW M5 Sedan 2021 4.4T (600 HP),"62,000",OMR,oman
6.7,12,Rear Wheel Drive,Petrol,563,900,Automatic,4 Seater,2.018 ,1.646 ,3.552 ,548,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,Rolls Royce Phantom 2021 6.75L Short Wheelbase ,"210,000",OMR,oman
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,4,Front Wheel Drive,Petrol,105,140,CVT,5 Seater,1.730,1.475,2.500,,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,Toyota Yaris Sedan 2021 1.5L Y (CVT),"57,040",SAR,ksa
3.8,6,All Wheel Drive,Petrol,295,355,Automatic,8 Seater,1.975,1.750,2.900,,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,Hyundai Palisade 2021 3.8L GDi (AWD) Premium ,"183,750",AED,uae
2.0,4,Front Wheel Drive,Petrol,180,320,Automatic,5 Seater,2.019,1.608,2.603,460,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,Audi Q3 2021 40 TFSI Advanced (180 HP),"162,540",AED,uae
1.6,4,Front Wheel Drive,Petrol,123,151,Automatic,5 Seater,1.799,1.416,2.700,525,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,Honda Civic 2021 1.6L LX Sport,"67,999",QAR,qatar
1.0,3,Front Wheel Drive,Petrol,134,205,Automatic,5 Seater,4.680,1.785,1.460,2.670,470,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,Geely Binray 2021 1.0T Basic,TBD,QAR,qatar
4.0,6,All Wheel Drive,Petrol,271,381,Automatic,7 Seater,1.885 ,1.889,2.790 ,742,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,Toyota Land Cruiser Prado 2021 4.0L VXR,"188,000",QAR,qatar
1.5,N/A,Rear Wheel Drive,Petrol,103,136,Automatic,7 Seater,1.660,1.695,2.660,128,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,Toyota Avanza 2021 1.5L SE,"4,400",KWD,kuwait
1.8,4,Front Wheel Drive,Hybrid,121,304,CVT,5 Seater,1795,1565,2640,377,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,Toyota C HR 2021 1.8L VX Hybrid,"93,900",AED,uae
2.7,4,All Wheel Drive,Petrol,164,246,Automatic,7 Seater,1.885 ,1.845,2.790 ,742,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,Toyota Land Cruiser Prado 2021 2.7L EXR,"10,300",KWD,kuwait
4.0,6,All Wheel Drive,Petrol,228,360,Manual,6 Seater,1.770,1.970,3.180,,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,Toyota Land Cruiser Pick Up 2021 4.0L Double Cab,"12,500",OMR,oman
1600,4,Front Wheel Drive,Petrol,98,145,Automatic,N A,4.268,1.700,1.500,2.476,520,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,Lada Granta Sedan 2021 1.6L A/T LB,"192,000",EGP,egypt
6.0,12,All Wheel Drive,Petrol,567,700,Automatic,4 Seater,2.227,1.403,2.746,260,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,Bentley Continental GT Convertible 2021 W12,"1,200,000",AED,uae
2.0,4,All Wheel Drive,Petrol,252,370,Automatic,4 Seater,1.846,1.371,2.764,465,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,Audi A5 Coupe 2021 45 TFSI quattro Sport (252 HP),"21,900",BHD,bahrain
5.3,8,All Wheel Drive,Petrol,355,519,Automatic,9 Seater,2.057,1.927,3.070,2038,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,Chevrolet Tahoe 2021 5.3L LT 4WD,TBD,QAR,qatar
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,All Wheel Drive,Petrol,306,400,Automatic,N A,1.834 ,1.662 ,2.829 ,570,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,Mercedes-Benz GLB 2021 AMG 35 4MATIC ,TBD,BHD,bahrain
3.0,6,Rear Wheel Drive,Petrol,306,400,Automatic,4 Seater,2.017,1.377,2.810,445,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,BMW 4 Series Coupe 2021 435i,"265,000",QAR,qatar
1.5,4,Front Wheel Drive,Petrol,105,141,Automatic,7 Seater,4.475,1.750,1.695,2.775,,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,Mitsubishi Xpander 2021 1.5L GLS,"77,000",QAR,qatar
2.7,4,Rear Wheel Drive,Petrol,164,245,Manual,6 Seater,1.800,1.700,3.085,900,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,Toyota Hilux 2021 2.7L Double Cab GL M/T (4x2),"86,000",QAR,qatar
1.6,4,Front Wheel Drive,Petrol,114,155,Automatic,5 Seater,4.330,1.780,1.680,2.600,,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,Bestune T33 2021 1.6L Premium ,"64,500",AED,uae
2.0,4,All Wheel Drive,Petrol,200,320,Automatic,N A,1.996,1.649,2.681,472,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,Land Rover Range Rover Evoque 2021 2.0T R-Dynamic HSE (200 PS) ,"275,425",SAR,ksa
3.5,6,Rear Wheel Drive,Petrol,410,420,Manual,2 Seater,1.802,1.129,2.370,,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,Lotus Exige 2021 Sport 410,"360,000",QAR,qatar
1.0,3,Front Wheel Drive,Petrol,123,180,Automatic,N A,4.474 ,1.730 ,1.471 ,2.600 ,,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,Chevrolet Onix 2021 1.0T LTZ,TBD,BHD,bahrain
3.0,6,All Wheel Drive,Petrol,340,450,Automatic,5 Seater,1.983,1.676,2.895,625,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,Porsche Cayenne Coupe 2021 Base,"347,400",AED,uae
2.0,4,All Wheel Drive,Petrol,230,370,Automatic,2 Seater,1.966,1.355,2.505,280,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,Audi TT Roadster 2021 45 TFSI quattro (230 HP),"21,400",BHD,bahrain
