Engine Capacity (liters),Cylinders,Drive Type,Fuel Type,Horsepower (bhp),Torque (Nm),Transmission,Seating Capacity,Length (meters),Width (meters),Height (meters),Wheelbase (meters),Trunk Capacity (liters),ABS (Anti-lock Brake System),Airbags,Anti theft alarm,BA (Brake Assist),Collision Detection,Differential Lock,EBD (Electronic Brakeforce Distribution),Fire Extinguisher,First Aid Kit,Gas Shock Absorber,Hill Assist,Hill Descent Control ,Immobilizer,ISO Fix Child Seat Anchors,Lane Departure Warning,Multi Terrain Select,Parking Sensors - Front and Rear,Pedestrian airbag,Rear Camera,Surround Camera,Tire Pressure Monitoring Display,Traction Control,Variable Cylinder Management (VCM),Center Arm Rest,Central Locking,Electric Sunroof,Foldable Rear Seats with 60:40 Split,Leather Seats,Multi Information Display,Panoramic Glass Roof,Power Steering,Rear Lcd screens,Steering Tilt Adjustment,Acoustic Hood,Aluminum Wheels,Auto Headlamps,Chrome Door Handles,Chrome Exhaust Pipes,Daytime Running Lights - LED,Door Reflectors,Dual Exhaust Tip,Electric Door Mirrors,Fog Lamp - Front and Rear,Front Brakes - Ventilated Discs,LED foglights,LED Headlights,LED Taillights,Off-Road Dampers,Power Tailgate,Power Windows - Front and Rear,Wheels - Alloy,Wind Blocker,Active Steering,Automatic AC,AUX,Bluetooth,HDMI,Keyless Entry,MP3,Push Button Start,Rain Sensing Wipers,Touchscreen ,USB,Wireless Headphones,Sell your car 100% absolutely free on YallaMotor.,200+ Cars Sold Everyday.,"115,000+  Satisfied Sellers.","500,000+  Monthly Buyers.",name,price,currency,country
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Porsche Panamera Sport Turismo 2021 Turbo S E-Hybrid,"995,060",SAR,ksa
5.7,8,Rear Wheel Drive,Petrol,363,535,Automatic,5 Seater,1.905,1.483,3.053,462,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,Chrysler 300S 2021 5.7L V8 Luxury ,"190,988",SAR,ksa
0.0,6,N/A,Petrol,0,0,N/A,N A,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,Aston Martin Valhalla 2021 AM-RB 003 V6 Hypercar ,TBD,SAR,ksa
1.8,4,Front Wheel Drive,Petrol,140,172,CVT,5 Seater,1.772,1.605,2.610,688,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,Honda HR-V 2021 1.8 i-VTEC EX,"95,335",SAR,ksa
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,4,All Wheel Drive,Petrol,220,350,Automatic,5 Seater,1.839,1.646,2.681,615,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,Volkswagen Tiguan 2021 2.0L R-Line,"129,723",SAR,ksa
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,4,N/A,Diesel,120,340,Automatic,N A,2.204,1.935,3.275,4000,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,Peugeot Expert 2021 Van L3 A/T,"82,845",SAR,ksa
1.8,4,Front Wheel Drive,Petrol,177,245,Automatic,5 Seater,1.850,1.705,2.700,590,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,Changan CS75 2021 1.8T GDI Full Option  (2WD),"86,906",SAR,ksa
2.0,4,Front Wheel Drive,Petrol,248,380,CVT,5 Seater,4.869,1.850,1.440,2.825,517,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,Nissan Altima 2021 2.0 Turbo SV,"107,500",SAR,ksa
2.0,4,Rear Wheel Drive,Petrol,258,400,Automatic,5 Seater,1.902,1.538,3.070,610,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,BMW 6 Series Gran Turismo 2021 630i,"364,100",SAR,ksa
1.6,4,Front Wheel Drive,Petrol,123,151,Automatic,5 Seater,1.729,1.475,2.600,396,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,Hyundai Accent 2021 1.6L High,"60,500",SAR,ksa
2.0,4,Front Wheel Drive,Petrol,150,197,Automatic,5 Seater,1.810,1.625,2.670,358,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,Mitsubishi ASX 2021 2.0L GLX (2WD),"79,375",SAR,ksa
1.0,3,Front Wheel Drive,Petrol,115,180,Automatic,5 Seater,1.800 ,1.595 ,2.636 ,251,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,Nissan Juke 2021 1.0T ,TBD,SAR,ksa
2.0,N/A,All Wheel Drive,Petrol,250,389,Automatic,5 Seater,2.116,1.476,2.850,436,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,Lincoln MKZ 2021 2.0T Reserve (AWD),DISCONTINUED,SAR,ksa
2.0,4,Rear Wheel Drive,Petrol,247,365,Automatic,5 Seater,2.091,1.457,2.960,540,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,Jaguar XF 2021 2.0T HSE (250 PS)  ,"309,925",SAR,ksa
3.0,6,All Wheel Drive,Petrol,385,450,Automatic,4 Seater,1.852,1.298,2.450,132,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,Porsche 911 2021 Carrera 4,"488,091",SAR,ksa
1.4,4,Front Wheel Drive,Petrol,156,260,Automatic,5 Seater,4.335,1.825,1.660,2.600,348,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,Changan CS35 Plus 2021 1.4T GDI Limited ,"73,025",SAR,ksa
5.0,8,All Wheel Drive,Petrol,517,625,Automatic,5 Seater,2.008,1.965,3.022,1075,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,Land Rover Defender 2021 110 X V8 (P525),"666,080",SAR,ksa
2.0,4,Rear Wheel Drive,Diesel,143,315,Manual,5 Seater,1.800,1.760,3.350,,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,Great Wall Wingle 7 2021 2.0T Single Cabin (RWD) ,"64,369",SAR,ksa
2.7,N/A,All Wheel Drive,Petrol,310,471,Automatic,6 Seater,2.063 ,1.915,3.987,1727,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,Chevrolet Silverado 2021 2.7 Turbo LT,"161,900",SAR,ksa
4.8,6,All Wheel Drive,Petrol,280,451,Manual,7 Seater,1.940,1.855,2.970,668,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,Nissan Patrol Safari 2021 Super Safari M/T,"180,000",SAR,ksa
4.6,8,All Wheel Drive,Petrol,304,439,Automatic,8 Seater,1.980,1.930,2.850,456,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,Toyota Land Cruiser 2021 4.6L GXR3 LS,"287,357",SAR,ksa
6.2,8,Rear Wheel Drive,Petrol,455,614,Automatic,4 Seater,1.897,1.344,2.811,206,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,Chevrolet Camaro Convertible 2021 6.2L SS,TBD,SAR,ksa
2.0,4,Front Wheel Drive,Petrol,198,300,Automatic,4 Seater,1.910,1.508,2.907,500,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,GAC GA8 2021 2.0T GL,"107,720",SAR,ksa
4.0,N/A,Rear Wheel Drive,Petrol,510,700,Automatic,4 Seater,1.877,1.400,2.840,400,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,Mercedes-Benz C-Class Coupe 2021 AMG C63 S,"448,960",SAR,ksa
1.4,4,Front Wheel Drive,Petrol,98,127,Automatic,5 Seater,1.597,1.483,2.385,314,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,Chevrolet Spark 2021 1.4L LS,TBD,SAR,ksa
2.7,4,All Wheel Drive,Petrol,160,245,Automatic,7 Seater,1.855,1.835,2.750,348,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,Toyota Fortuner 2021 2.7L GX2 (4X4),"127,995",SAR,ksa
2.0,6,Front Wheel Drive,Petrol,250,335,Automatic,5 Seater,2.187,1.681,2.850,1053,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,Lincoln Nautilus 2021 2.0T (250 Hp) ,"179,285",SAR,ksa
2.5,4,Front Wheel Drive,Petrol,205,249,Automatic,5 Seater,1.840,1.445,2.824,427,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,Toyota Camry 2021 2.5L GLE (204 HP),"111,665",SAR,ksa
3.0,6,All Wheel Drive,Petrol,400,550,Automatic,5 Seater,2.008,1.965,3.022,1075,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,Land Rover Defender 2021 110 HSE (P400),"393,760",SAR,ksa
3.0,6,Rear Wheel Drive,Petrol,385,450,Automatic,4 Seater,1.852,2.024,2.450,132,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,Porsche 911 2021 Carrera Cabriolet ,"508,432",SAR,ksa
6.7,12,All Wheel Drive,Petrol,563,850,Automatic,5 Seater,2.164,1.835,3.295,600,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,Rolls Royce Cullinan 2021 6.75L Twin-Turbo (563 HP),"1,423,500",SAR,ksa
3.6,6,Rear Wheel Drive,Petrol,420,583,Automatic,5 Seater,1.834,1.453,2.911,385,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,Cadillac CTS 2021 3.6L V6 Twin Turbo V-Sport,DISCONTINUED,SAR,ksa
2.0,4,Front Wheel Drive,Petrol,155,192,Automatic,5 Seater,1.850,1.640,2.670,,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,Kia Sportage 2021 2.0L MPI EX (FWD) ,"89,551",SAR,ksa
4.0,8,All Wheel Drive,Petrol,585,850,Automatic,5 Seater,1.984,1.969,2.890,,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,Mercedes-Benz G-Class 2021 G63,"691,994",SAR,ksa
3.0,6,All Wheel Drive,Petrol,400,550,Automatic,5 Seater,2.008,1.969,2.587,397,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,Land Rover Defender 2021 90 HSE (P400) ,"368,115",SAR,ksa
2.0,4,Rear Wheel Drive,Petrol,240,350,Automatic,5 Seater,4.756 ,1.815 ,1.423 ,2.775 ,303,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,Cadillac CT4 2021 2.0T Sport ,"169,900",SAR,ksa
1.5,4,Front Wheel Drive,Petrol,119,145,CVT,5 Seater,1.748,1.467,2.600,510,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,Honda City 2021 1.5L EX,TBD,SAR,ksa
5.3,8,All Wheel Drive,Petrol,355,519,Automatic,9 Seater,2.057,1.927,3.070,2038,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,Chevrolet Tahoe 2021 5.3L LT 4WD,"222,300",SAR,ksa
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,8,All Wheel Drive,Petrol,600,800,Automatic,5 Seater,1.998 ,1.694 ,2.998 ,605,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,Audi RS Q8 2021 4.0 TFSI V8 Quattro ,TBD,SAR,ksa
0.0,4,All Wheel Drive,Petrol,306,400,Automatic,N A,1.834 ,1.662 ,2.829 ,570,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,Mercedes-Benz GLB 2021 AMG 35 4MATIC ,TBD,SAR,ksa
5.7,8,Rear Wheel Drive,Petrol,375,555,Automatic,5 Seater,1.923,1.460,2.950,459,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,Dodge Challenger 2021 5.7L R/T Plus,"191,015",SAR,ksa
3.0,6,Rear Wheel Drive,Petrol,385,450,Automatic,4 Seater,1.852,1.298,2.450,132,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,Porsche 911 2021 Carrera,"454,021",SAR,ksa
2.4,4,All Wheel Drive,Petrol,170,225,Automatic,7 Seater,1.890,1.690,2.780,1050,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,Kia Sorento 2021 2.4L Base (AWD),"97,500",SAR,ksa
2.0,4,Rear Wheel Drive,Petrol,184,270,Automatic,4 Seater,1.825,1.377,2.810,445,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,BMW 4 Series Coupe 2021 420i,"215,000",SAR,ksa
3.0,6,All Wheel Drive,Petrol,360,495,Automatic,5 Seater,1.983,1.780,2.923,784,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,Land Rover Range Rover Sport 2021 3.0L V6 HSE (360 PS),"462,415",SAR,ksa
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2,8,Rear Wheel Drive,Petrol,495,630,Automatic,2 Seater,1.934,1.234,2.722,356,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,Chevrolet Corvette 2021 6.2L 2LT Convertible  ,"394,300",SAR,ksa
2.0,4,Front Wheel Drive,Petrol,221,345,Manual,7 Seater,1.980,1.928,3.198,,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,Maxus G10 7-Seater 2021 7 Seat MPV (Elite),TBD,SAR,ksa
1.4,4,Front Wheel Drive,Petrol,150,250,Automatic,5 Seater,1.842,1.427,2.820,480,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,Audi A4 2021 30 TFSI Sport (150 HP),"216,700",SAR,ksa
2.0,4,Rear Wheel Drive,Petrol,245,370,Automatic,2 Seater,1.810,1.301,2.430,335,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,Mercedes-Benz SLC 2021 300,"236,500",SAR,ksa
1.4,4,Front Wheel Drive,Petrol,147,250,Automatic,5 Seater,1.877,1.675,2.685,500,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,Borgward BX5 2021 1.4T Comfort ,"87,706",SAR,ksa
2.5,4,Front Wheel Drive,Petrol,204,243,Automatic,5 Seater,1.840,1.445,2.824,493,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,Toyota Camry 2021 2.5L LE STD (204 HP),"97,635",SAR,ksa
1.0,3,Front Wheel Drive,Petrol,120,172,Automatic,5 Seater,3.995,1.790,1.647,2.500,392,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,Kia Sonet 2021 1.0T GDI A/T,TBD,SAR,ksa
3.0,6,Rear Wheel Drive,Petrol,430,580,Automatic,5 Seater,2.100,1.461,2.998,500,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,Maserati Ghibli 2021 3.0T V6 S,"430,000",SAR,ksa
5.7,8,All Wheel Drive,Petrol,362,530,Automatic,8 Seater,1.980,1.910,2.850,259,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Lexus LX 2021 570 Signature Black Edition ,"511,865",SAR,ksa
1.5,4,Front Wheel Drive,Petrol,152,235,Automatic,5 Seater,1.852,1.708,2.650,500,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,GAC GS4 2021 1.5T GS,"64,400",SAR,ksa
